name,categoryid,adress,placeUrl,location_x,location_y,phone
아산종합농장,EXP,충청남도 아산시 영인면 아산리 355-1,http://www.silkfarm.co.kr,126.949315,36.85746031,041-542-6029
아차산텃밭,WKND,서울특별시 광진구 광장동 378,,127.1012423,37.54939725,
아침농장,WKND,충청남도 예산군 신양면 여래미리 381-2,http://www.morningapple.co.kr,126.8776912,36.57681798,041-333-7513
안골텃밭,WKND,서울특별시 서초구 내곡동 305,,127.0637612,37.46193096,
안양천도시농업체험장,WKND,서울특별시 금천구 독산동 719-5,,126.8901356,37.45909964,
안현동농장,WKND,경기도 시흥시 안현동 35,,126.8194054,37.43195472,02-2619-0123
알밤농장,EXP,경기도 양평군 강하면 동오리 166-2,http://abfarm.cafe24.com,127.3985933,37.46213572,010-5147-4220
암사가족농원,WKND,서울특별시 강동구 암사동 380-2,,127.1381075,37.55800822,
암사텃밭,WKND,서울특별시 강동구 암사동 603-3,,127.1259855,37.55500334,
양반골농원,WKND,충청남도 공주시 우성면 작골길 54-6,http://www.ybfarm.co.kr,127.0661429,36.45340687,
양수가정농장,WKND,경기 양평군 양서면 부용리 647-3,https://yeyak.seoul.go.kr/reservation/view.web?rsvsvcid=S210201121440492019,127.3386711,37.55032706,0507-1413-8119
양천1마당텃밭,WKND,서울특별시 양천구 신월동 350-35,,126.8277727,37.51749809,
양천2마당텃밭,WKND,서울특별시 양천구 신월동 350-31,,126.8323433,37.51580256,
양천도시농업공원,WKND,서울특별시 양천구 신월동 산174-1,,126.8261558,37.51273141,
양평들꽃수목원,EXP,경기도 양평군 양평읍 오빈리 210-37,http://www.nemunimo.co.kr,127.4713337,37.50162026,031-772-1800
어린농부딸기체험농장,EXP,경기도 양평군 양서면 양수리 740-6,http://www.kidfarmer.kr,127.314022,37.5355467,031-771-1653
얼음골 꿀사과농장,EXP,경상남도 밀양시 산내면 임고정1길 10-3,http://www.hanahome.net/apple,128.8783187,35.56975908,055-352-6148
염곡텃밭농장,WKND,서울특별시 서초구 염곡동 26,,127.0568985,37.46167727,
영이네주말농장,WKND,서울특별시 도봉구 방학동 533-3,,127.0211787,37.65954901,
예일주말농장,WKND,경기 고양시 덕양구 용두동 432-332,http://www.yalefarm.co.kr,126.8970678,37.62696125,019-320-0472
예진농원,WKND,충청남도 예산군 오가면 분천리 산55-5,http://www.applebang.com,126.768534,36.70247608,041-531-1283
옛골텃밭농원,WKND,서울특별시 서초구 신원동 44-2,,127.0665157,37.43467266,
오곡텃밭,WKND,서울특별시 강서구 오곡동 417-2,,126.7798261,37.55737289,
오색허브농원,EXP,강원도 양양군 서면 가라피리 9-1,http://www.osaekherb.co.kr,128.5382434,38.07048812,033-672-0462
오지팜,WKND,충청남도 당진시 합덕읍 재오지로 82,http://www.ojifarm.co.kr,126.7247557,36.80114614,010-2394-6549
오체향마을,EXP,경남 창원시 의창구 북면 지개리 554-7,http://www.ochehyang.com,128.6183591,35.28840035,055-255-9380
올림픽주말농장,WKND,서울특별시 송파구 방이동 444-18,,127.1385232,37.50884376,
용이네농장,EXP,경상북도 구미시 무을면 무수리 355,http://www.song2e.com,128.1935548,36.28414858,010-6397-7599
우리농원,WKND,서울특별시 송파구 방이동 436-18,,127.1407061,37.51415223,
우리주말농장,WKND,서울 송파구 방이동 435-22,http://www.woori-farm.com,127.1442681,37.51572889,0507-1307-4962
우리토마토농장,EXP,부산 강서구 대저2동 4144,http://www.tomoto.co.kr,128.9410065,35.15509617,051-941-6956
원평허브농원,EXP,경기 화성시 매송면 매봉로 40-16,https://www.instagram.com/wonpyeong_herbsfarm/,126.922557,37.2459667,031-294-0088
원흥역농장,WKND,경기도 고양시 덕양구 원흥동 119-1,,126.8744117,37.65496924,
월드컵공원,EXP,서울특별시 마포구 상암동 481-6,http://worldcuppark.seoul.go.kr,126.878425,37.57089692,02-300-5500
웰빙주말농장,WKND,서울특별시 도봉구 도봉동 468,,127.0332718,37.67696568,
유성농장체험,EXP,충청남도 천안시 동남구 북면 납안리 278-1,http://cafe.daum.net/ysfarm,127.2525306,36.85748466,041-553-3120
유한농원,WKND,서울특별시 양천구 신월동 160-2,,126.8279822,37.5347691,
율봄농업예술원,EXP,경기도 광주시 퇴촌면 도마리 102-3,http://www.yulbom.co.kr,127.2704036,37.47002106,031-798-3119
이화농원,WKND,서울특별시 중랑구 신내동 779-3,,127.0896839,37.6139801,
이화농장,WKND,충청남도 천안시 서북구 성환읍 율금리 768,http://cafe.daum.net/ehwafarm,127.0974372,36.90074309,041-581-2826
이화팜,WKND,서울특별시 중랑구 신내동 780-2,http://blog.naver.com/soja9090,127.0894254,37.61085274,0507-1432-0009
일자산텃밭,WKND,서울특별시 강동구 둔촌동 599,,127.1493042,37.53210769,
일진농원,WKND,경상남도 사천시 죽림동 777,http://www.iljinkiwi.com,128.0632854,34.97818333,055-835-5125
장수농장,WKND,서울특별시 도봉구 방학동 420-1,,127.0252676,37.66691659,
장수텃밭,WKND,서울특별시 도봉구 방학동 419-2,,127.0243232,37.66694602,
장승배기농장,EXP,충청남도 천안시 동남구 성남면 신덕리 359,http://www.jsfarm.kr,127.2405292,36.71763327,0507-1400-5279
장연사과농원,EXP,충청북도 괴산군 장연면 추점리 377-1,http://www.4gwa.net,127.9502034,36.85365924,043-832-7097
전주농장,WKND,전북 김제시 금구면 양시로 38-71,http://www.jumalnongjang.com/jeonju,127.0065849,35.75986296,
정안농장,WKND,충청남도 공주시 정안면 운궁리 6-2,http://www.ssamnhub.com,127.1165726,36.59153573,041-858-7748
제비원농산,EXP,경상북도 안동시 이천동 151-1,http://www.jbwon.com,128.7203501,36.59610184,054-855-4733
제주허브동산,EXP,제주특별자치도 서귀포시 표선면 돈오름로 170,http://www.herbdongsan.com,126.8143371,33.32931081,064-787-7362
주원농원,WKND,충청남도 아산시 둔포면 이화동길 235,http://www.good-bae.com,127.0817862,36.90700745,010-4184-2533
중랑천텃밭,WKND,서울특별시 광진구 중곡동 503-28,,127.0779237,37.56883588,
중랑행복1농장,WKND,서울특별시 중랑구 신내동 256-9,,127.10898,37.61845852,
중랑행복2농장,WKND,서울특별시 중랑구 망우동 423-43,,127.1033673,37.59184947,
중랑행복3농장,WKND,서울특별시 중랑구 망우동 113-2,,127.1039189,37.59022514,
지산농원,WKND,충청남도 천안시 동남구 용곡동 182-1,http://www.jsnongwon.com,127.1356063,36.7845188,041-579-9597
진주주말농장,WKND,서울특별시 서초구 원지동 539,,127.0626454,37.43466918,010-5345-2670
차령농산,WKND,충청남도 천안시 동남구 목천읍 소사3길 6-19,http://cafe.daum.net/lk74,127.1736594,36.73352764,041-565-2005
착한농부들,EXP,충북 음성군 금왕읍 백야로 347,http://www.goodnongbu.com,127.6038907,36.96521418,0507-1406-8941
천수텃밭농원,WKND,서울특별시 노원구 중계본동 46,,127.0852668,37.64633497,02-930-5700
청계주말농장,WKND,서울특별시 서초구 원지동 530,,127.0631236,37.43524625,
청룡산마을텃밭,WKND,서울특별시 관악구 청룡동 556-90,,126.9493466,37.476778,
청룡텃밭,WKND,서울특별시 서초구 신원동 225,,127.0600492,37.44703761,
청송우가네사과농장,WKND,경상북도 청송군 부동면 마뜰길 86,http://www.woogane.com,129.1334622,35.35029182,054-873-4064
청신농원,WKND,경상북도 청송군 파천면 신기리 604,http://www.csapple.net,129.0323934,36.48129115,
청정골한국상황버섯,WKND,인천 강화군 내가면 고비고개로743번길 114,http://www.dan-gam.com,126.4035223,37.71450976,032-933-3373
초랑농원,EXP,경상남도 사천시 곤명면 초량리 산88,http://www.chorangfarm.com,127.9162185,35.1015823,0507-1412-6433
초록향기주말농장,WKND,서울특별시 도봉구 도봉동 384-1,,127.0396276,37.68980549,031-383-5364
초안산 근린공원 나눔텃밭,WKND,서울특별시 도봉구 창동 산154-1,,127.0454484,37.64600244,
최남단 체험감귤농장,EXP,제주특별자치도 서귀포시 남원읍 남원리 2019,http://www.orangefarm.co.kr/,126.6938072,33.29061983,064-764-7759
축석자연농원,EXP,경기도 포천시 소흘읍 이동교리,http://www.eventfarm.co.kr,127.1241374,37.79912474,
충효공원텃밭,WKND,서울특별시 관악구 청룡동 1529-1,,126.9406034,37.48065918,
칠성주말농장,WKND,서울특별시 서초구 원지동 370,,127.0549338,37.4440212,
큰솔농장,EXP,울산 울주군 온양읍 마근길 114-28,http://www.pearmall.co.kr,129.279554,35.38392634,0507-1409-3221
태현주말농장,WKND,서울특별시 송파구 방이동 436-52,,127.1418121,37.51366447,010-2251-9406
토끼굴주말농장,WKND,서울특별시 강동구 암사동 603-5,,127.1259733,37.55440514,
파믹스가든,WKND,서울특별시 강동구 상일동 145-6,,127.1598821,37.55513125,
팜카밀레,EXP,충청남도 태안군 남면 우운길 56-19,http://www.kamille.co.kr,126.2824392,36.6868288,041-675-3636
풍국농원,EXP,경상남도 김해시 대동면 대동로269번안길 87-350 키위농장,http://www.darae4c5.com,128.9317667,35.25400347,055-331-6689
피난처주말농장,WKND,인천 강화군 길상면 장흥로258번길 42-13,http://www.refuge.kr,126.503264,37.62140373,
한국구아바경원농장,EXP,충청북도 음성군 삼성면 양덕리 755-3,http://www.guava.co.kr,127.4801548,37.03113816,043-883-5700
한내텃밭,WKND,경기도 광명시 광명동 443-3,,126.8483301,37.46691805,
한라감귤체험농원,EXP,제주특별자치도 서귀포시 성산읍 수산리 1037,http://www.hallapark.co.kr,126.8815427,33.44179953,064-782-2479
한마음 체험농장,WKND,서울특별시 송파구 마천동 199-36,,127.1552642,37.49841581,
한울농원,EXP,대구 동구 미대동 561,http://www.loveherb.co.kr,128.6744879,35.9530269,053-984-7703
해바라기농장,EXP,경상북도 봉화군 물야면 오록3길 68-3,http://www.applesa.kr/,128.7366229,36.98461991,010-9396-2459
행복한도시농장,WKND,서울특별시 강서구 오쇠동 151-11,http://cafe.daum.net/simgok3dong,126.7979394,37.53947232,010-3380-4536
향림도시농업체험원,WKND,서울특별시 은평구 불광동 457,http://syteam.kr,126.926374,37.62805098,02-382-8001
향매농원,EXP,전라남도 장흥군 용산면 상금리 169-4,http://www.namgomaesil.com,126.9509207,34.59864075,050-5599-0123
허브나라농원,EXP,강원도 평창군 봉평면 흥정계곡길 225,http://www.herbnara.com,128.3426502,37.63580914,033-335-2902
허브뱅크,EXP,전라남도 영광군 영광읍 와룡로5길 67-49,http://www.herb-bank.co.kr/,126.5144989,35.32296025,061-353-5787
허브아일랜드,EXP,경기도 포천시 신북면 청신로947번길 35,http://www.herbisland.co.kr,127.1316063,37.96649446,031-535-6494
홍삼팜,EXP,강원도 횡성군 청일면 유동리 1172-1 청일면 유동리 1172-1,http://www.6hongsam.com,128.1414472,37.57606409,033-342-0286
홍씨네텃밭농원,WKND,서울특별시 종로구 부암동 353-1,,126.9613405,37.58918215,
홍화농원,EXP,경기 양주시 장흥면 일영로 545-38,http://www.honghwanongwon.co.kr,126.924942,37.69330837,031-855-5556
화가의농원,EXP,경북 김천시 봉산면 신암리 391,http://www.artpodo.com,128.0138296,36.17596517,054-433-9158
황금주말농장,WKND,서울특별시 강서구 개화동 497-2,,126.7913386,37.58065585,
황소농원,EXP,경상남도 밀양시 산내면 얼음골옛길 92-16,http://www.hosujung.com,128.9598521,35.57841431,055-356-2804
흙사랑엄마포도농원,EXP,충남 천안시 서북구 입장면 하장리 364-1,http://www.amhspodo.co.kr,127.2274812,36.90903198,010-2307-3300
힐링주말농장,WKND,서울특별시 도봉구 방학동 392,,127.0332268,37.67128441,
힐링주말농장,WKND,서울특별시 도봉구 방학동 392,,127.0332268,37.67128441,
힐링팜,WKND,서울특별시 강동구 암사동 132,,127.1333546,37.56091161,
개나리주말농장,WKND,경기도 부천시 고강동 187-8,,37.53184,126.81,
거모동주말농장,WKND,경기도 시흥시 거모동 1282-5,,37.34246,126.7772,
고색동 시민농장,WKND,경기도 수원시 권선구 고색동 7-175,,37.25729,126.9845,
관양주말농장,WKND,경기도 안양시 동안구 관양1동 515-1,,37.41125,126.9625,
광교주말농장,WKND,경기도 수원시 장안구 하광교동 298-1,,37.31063,127.0262,
광릉숲주말농장,WKND,경기도 남양주시 진접읍 부평리 266,http://www.farmstate.co.kr/,37.75043,127.1919,010-5320-7343
교동리,WKND,경기도 양평군 양서면 부용리 21,,37.55629,127.3574,
귀여리,WKND,경기도 광주시 남종면 귀여리 393-2,,37.50352,127.3258,
글갱이주말농장,WKND,경기도 평택시 현덕면 도대리 348-2,,36.96655,126.9026,
기산대우주말농장,WKND,경기도 화성시 기산동 414-12,,37.22691,127.0415,
나들목주말농장,WKND,경기도 안산시 상록구 양상동 318,,37.34081,126.8531,
기산대우주말농장,WKND,경기도 화성시 기산동 414-12,,37.22691,127.0415,
나들목주말농장,WKND,경기도 안산시 상록구 양상동 318,,37.34081,126.8531,
너른마당주말농장,WKND,경기도 부천시 고강동 582,,37.52292,126.8234,
노고산,WKND,경기도 양주시 장흥면 삼상리 190,,37.68963,126.9319,031-855-5114
노적봉주말농장,WKND,경기도 안산시 상록구 이동 299-3,,37.31478,126.85,010-3414-0390
늘푸른주말농장,WKND,경기도 고양시 일산서구 구산동 1867,http://intogreenland.cafe24.com/,37.67247,126.691,031-923-1177
늘푸른주말농장,WKND,경기도 수원시 권선구 호매실동 365-4,,37.26479,126.96,
단원주말농장,WKND,경기도 안산시 단원구 초지동 747,,37.3052,126.8061,
대곡텃밭,WKND,경기도 고양시 덕양구 내곡동 104-2,http://blog.naver.com/qnls321/100209893714,37.63883,126.8101,031-963-5955
대야동주말농장,WKND,경기도 시흥시 계수동 425,,37.45565,126.7997,
도마리,WKND,경기도 광주시 퇴촌면 도마리 200,,37.46708,127.2767,
도토리주말농장,WKND,경기도 고양시 덕양구 원흥동 74,http://blog.naver.com/dotorifarm,37.65413,126.8775,010-3457-7122
돌풍주말농장,WKND,경기도 고양시 일산서구 덕이동 551,,37.69502,126.746,031-915-5995
동민주말농장,WKND,경기도 고양시 일산동구 지영동 504,,37.72798,126.8297,
동산주말농장,WKND,경기도 하남시 교산동 123-2,,37.52157,127.2032,
들꽃농원주말농장,WKND,경기도 수원시 장안구 상광교동 148-2,http://www.weekendfarm.kr,37.32695,127.0158,010-8722-5226
딸기이야기,EXP,경기도 평택시 장당동 산21-1,http://blog.naver.com/chonh0330,37.05019,127.0631,031-666-6221
매봉,WKND,경기도 과천시 문원동 366,,37.41716,126.9993,
문화동산 농장,WKND,경기도 부천시 상동 529-2,,37.51315,126.7452,
바람들이농장,WKND,경기도 군포시 부곡동 262-1,,37.3394,126.9393,
바람새마을,WKND,경기도 평택시 고덕면 궁리 496,http://baramsae.modoo.at,37.0168,127.0206,031-663-5453
방산동주말농장,WKND,경기도 시흥시 방산동 산37-10,,37.41649,126.7707,
별내주말농장,WKND,경기도 남양주시 별내동 2261,,37.68538,127.1088,
부용리,WKND,경기도 양평군 양서면 부용리 582-1,,37.55249,127.337,
블루팜,WKND,경기도 남양주시 와부읍 율석리 683-2,http://blog.naver.com/cello10,37.60658,127.2146,0507-1404-5008
비봉쌍학리주말농장,WKND,경기도 화성시 비봉면 쌍학리 812-4,,37.22276,126.9012,
사기막골제1,WKND,경기도 과천시 문원동 378,,37.42011,126.9964,
사기막골제2,WKND,경기도 과천시 문원동 374-6,,37.41916,126.9985,
산울림농장,WKND,경기도 부천시 춘의동 343,,37.49878,126.8069,
산울림농장(역곡동),WKND,경기도 부천시 역곡동 186-3,,37.4911,126.8062,
산천초목주말농장,WKND,경기도 고양시 일산동구 백석동 1127-2,http://blog.naver.com/kwang2805/,37.63103,126.7919,031-971-1134
삼봉리,WKND,경기도 남양주시 조안면 삼봉리 331-3,,37.58876,127.3329,
삼성리,WKND,경기도 광주시 남종면 삼성리 422,,37.47386,127.2744,
새말햇살농장,WKND,경기도 화성시 봉담읍 동화리 291-1,http://blog.naver.com/saemal_sunshine,37.22269,126.9593,010-9072-9839
새싹주말농장,WKND,경기도 화성시 진안동 219-1,,37.21966,127.0399,
샘터주말농장,WKND,경기도 하남시 창우동 271-1,,37.53571,127.2297,
석실주말농장,WKND,경기도 남양주시 와부읍 덕소리 311-3,http://blog.naver.com/sbl0426,37.60045,127.2171,010-6335-3809
소하 시민주말농장,WKND,경기도 광명시 소하동 1283,,37.45493,126.8818,
송능주말농장,WKND,경기도 남양주시 진건읍 송능리 386-18,,37.64731,127.2,031-573-7369
송촌약수터,WKND,경기도 남양주시 조안면 송촌리 964,,37.57812,127.3134,
수능리,WKND,경기도 양평군 서종면 수능리 395,,37.60026,127.3709,031-774-2025
